movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
The Chronicles of Riddick,2004-06-11,"Action,Adventure,Sci-Fi",119.0,David Twohy,"writer,director,producer",1955,alive,6.6,231868.0,5.8671825535433335,120000000,57712751,107212751
Beast,2022-08-10,"Action,Comedy,Thriller",155.0,Nelson Dilipkumar,"director,writer",1984,alive,5.2,33810.0,3.858020768018672,36000000,31846530,59103794
Pinocchio,1940-02-09,"Adventure,Animation,Comedy",88.0,-,-,-,-,7.5,150261.0,6.445856043460866,2289247,84300000,84300000
The Croods,2013-03-15,"Adventure,Animation,Comedy",98.0,-,-,-,-,7.2,218564.0,6.38124518670666,135000000,187168425,573068425
21 Bridges,2019-11-22,"Action,Crime,Drama",99.0,Brian Kirk,"director,producer",1968,alive,6.6,69070.0,5.279103037854322,33000000,28539757,42657631
Frankenweenie,2012-10-04,"Animation,Comedy,Drama",87.0,Tim Burton,"producer,miscellaneous,director",1958,alive,6.9,110466.0,5.763449013691686,39000000,35287788,81150788
Wedding Crashers,2005-07-15,"Comedy,Romance",119.0,David Dobkin,"producer,director,writer",1969,alive,7.0,360652.0,6.458269157595739,40000000,209218368,283218368
Chill Factor,1999-09-01,"Action,Adventure,Comedy",102.0,Hugh Johnson,"camera_department,cinematographer,assistant_director",1946,2015,5.2,9854.0,3.3863329089062484,34000000,11263966,11263966
Doomsday,2008-03-14,"Action,Sci-Fi,Thriller",113.0,Neil Marshall,"producer,director,writer",1970,alive,5.9,78083.0,4.758458651411461,33000000,11008770,21621188
Moonfall,2022-02-03,"Action,Adventure,Sci-Fi",130.0,Roland Emmerich,"writer,producer,director",1955,alive,5.1,83169.0,4.11904688914727,150000000,19060660,59053195
Dances with Wolves,1990-11-09,"Adventure,Drama,Western",181.0,Kevin Costner,"actor,producer,soundtrack",1955,alive,8.0,269609.0,7.228463785980304,19000000,184208842,424208805
Pacific Rim,2013-07-11,"Action,Adventure,Sci-Fi",131.0,Guillermo del Toro,"writer,producer,director",1964,alive,6.9,507168.0,6.5372036031647145,190000000,101802906,411002906
Bedazzled,2000-10-20,"Comedy,Fantasy",93.0,Harold Ramis,"writer,actor,producer",1944,2014,6.1,106688.0,5.064320418443317,48000000,37879996,90376224
A Haunted House 2,2014-04-18,"Comedy,Fantasy,Horror",86.0,Michael Tiddes,"director,producer,miscellaneous",\N,alive,4.6,22201.0,3.2552968193714333,4000000,17329487,21206861
Touching the Void,2003-12-12,"Adventure,Documentary,Drama",106.0,Kevin Macdonald,"director,producer,writer",1967,alive,8.0,36582.0,6.052782910767213,2000000,4593598,15396525
The Green Knight,2021-07-30,"Adventure,Drama,Fantasy",130.0,David Lowery,"editor,producer,director",1980,alive,6.6,103469.0,5.475357278112149,15000000,17173321,20022491
The Singing Detective,2003-10-24,"Comedy,Crime,Musical",109.0,Keith Gordon,"director,actor,producer",1961,alive,5.4,8713.0,3.472753888926872,8000000,336456,524747
Michael Clayton,2007-10-05,"Crime,Drama,Mystery",119.0,Tony Gilroy,"producer,writer,director",1956,alive,7.2,168084.0,6.242127320145409,21500000,49033882,92987651
2001: A Space Odyssey,1968-04-02,"Adventure,Sci-Fi",149.0,Stanley Kubrick,"director,writer,producer",1928,1999,8.3,674585.0,8.064538473108346,10500000,59936321,71801313
The Peanut Butter Falcon,2019-08-09,"Adventure,Comedy,Drama",97.0,-,-,-,-,7.6,91952.0,6.258945799631949,6200000,20457158,23191551
Date Night,2010-04-09,"Comedy,Crime,Romance",88.0,Shawn Levy,"producer,director,actor",1968,alive,6.3,164986.0,5.436759767148835,55000000,98711404,152269033
Spirit Untamed,2021-03-07,"Adventure,Animation,Comedy",88.0,-,-,-,-,5.5,3930.0,3.2173221263500498,30000000,17716215,42235744
Black Christmas,2019-12-13,"Horror,Mystery,Thriller",92.0,Sophia Takal,"actress,producer,director",\N,alive,3.5,17292.0,2.380981228258788,5000000,10429730,18526087
Lara Croft: Tomb Raider,2001-06-15,"Action,Adventure,Fantasy",100.0,Simon West,"producer,director,actor",1961,alive,5.7,211753.0,5.011077928228688,94000000,131144183,273330185
Queen of the Damned,2002-02-22,"Drama,Fantasy,Horror",101.0,Michael Rymer,"producer,director,writer",1963,alive,5.2,57223.0,4.059339624104478,35000000,30307804,30307804
Sanctum,2011-02-04,"Action,Adventure,Drama",108.0,Alister Grierson,"director,writer,editor",\N,alive,5.9,56113.0,4.615032194824958,30000000,23209310,108957098
Beastmaster 2: Through the Portal of Time,1991-08-30,"Action,Adventure,Fantasy",107.0,Sylvio Tabet,"producer,miscellaneous,director",1938,alive,4.1,3404.0,2.321466276644589,6000000,773490,773490
A Beautiful Mind,2001-12-21,"Biography,Drama",135.0,Ron Howard,"producer,actor,writer",1954,alive,8.2,938498.0,8.164991702387683,78000000,170708996,317668058
Safe Haven,2013-02-13,"Drama,Romance,Thriller",115.0,Lasse Hallström,"director,writer,cinematographer",1946,alive,6.6,112205.0,5.514717477871855,28000000,71399120,94050951
Now You See Me 2,2016-05-27,"Action,Adventure,Comedy",129.0,Jon M. Chu,"producer,writer,director",1979,alive,6.4,295813.0,5.800081661495277,90000000,65075540,328325007
Wayne's World,1992-02-14,"Comedy,Music",94.0,Penelope Spheeris,"director,miscellaneous,producer",1945,alive,7.0,160399.0,6.040970091823747,20000000,121697323,183097323
The Conversation,1974-04-07,"Drama,Mystery,Thriller",113.0,Francis Ford Coppola,"producer,director,writer",1939,alive,7.8,113992.0,6.5504300751293965,1600000,4574909,4574909
The Iron Giant,1999-08-04,"Action,Adventure,Animation",86.0,Brad Bird,"miscellaneous,writer,director",1957,alive,8.1,202790.0,7.150737450709875,50000000,23159305,31333917
Crocodile Dundee,1986-09-26,"Action,Adventure,Comedy",97.0,Peter Faiman,"producer,director,miscellaneous",1944,alive,6.6,108117.0,5.496695284514141,8800000,174803506,328203506
28 Weeks Later,2007-05-11,"Action,Adventure,Horror",100.0,Juan Carlos Fresnadillo,"producer,director,writer",1967,alive,6.9,280098.0,6.235799604528375,15000000,28638916,64232714
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,"Action,Adventure,Fantasy",129.0,-,-,-,-,6.5,317158.0,5.92608784559765,230000000,172558876,794861794
Wild Card,2015-01-16,"Action,Crime,Drama",92.0,Simon West,"producer,director,actor",1961,alive,5.6,56888.0,4.379318025441471,30000000,3200,4315789
Kung Fu Panda 2,2011-05-26,"Action,Adventure,Animation",90.0,Jennifer Yuh Nelson,"art_department,animation_department,director",1972,alive,7.2,291106.0,6.533073418987595,150000000,165249063,664837547
Quarantine,2008-10-10,"Drama,Romance",90.0,Manouchehr Hadi,"director,writer,editor",\N,alive,4.0,163.0,1.367263790261902,12000000,31691811,41924774
The Flintstones,1994-05-27,"Comedy,Family,Fantasy",91.0,Brian Levant,"producer,writer,director",1952,alive,5.0,82504.0,4.032743114377716,45000000,130531208,358500000
The Break-Up,2006-06-02,"Comedy,Drama,Romance",106.0,Peyton Reed,"director,producer,actor",1964,alive,5.8,134326.0,4.907075321303182,52000000,118703275,205727307
1917,2019-12-25,"Action,Drama,War",119.0,Sam Mendes,"producer,director,miscellaneous",1965,alive,8.2,600353.0,7.895452581049876,100000000,159227644,389140440
Hoodwinked,2006-01-13,\N,76.0,-,-,-,-,6.5,8.0,0.862639362753186,17500000,51386611,109843390
Logan,2017-02-23,"Action,Drama,Sci-Fi",137.0,James Mangold,"producer,director,writer",1963,alive,8.1,770942.0,7.946605288499807,127000000,226277068,614202315
The Crazies,2010-02-26,"Adventure,Horror",101.0,Breck Eisner,"director,producer,actor",1970,alive,6.5,123139.0,5.473633312556826,19000000,39123589,56445534
Scarface,1983-12-09,"Crime,Drama",170.0,Brian De Palma,"director,writer,producer",1940,alive,8.3,849076.0,8.205024485865469,25000000,44942821,44942821
Rogue One: A Star Wars Story,2016-12-14,"Action,Adventure,Sci-Fi",133.0,Gareth Edwards,"visual_effects,director,writer",1975,alive,7.8,645972.0,7.545908318214015,200000000,533539991,1055083596
Capote,2005-09-30,"Biography,Crime,Drama",114.0,Bennett Miller,"director,producer,cinematographer",1966,alive,7.3,135104.0,6.213342034287623,7000000,28750530,49924079
Machete,2010-09-03,"Action,Crime,Thriller",105.0,-,-,-,-,6.6,199201.0,5.793442971596686,12500000,26593646,46370970
Frozen River,2008-08-01,"Crime,Drama",97.0,Courtney Hunt,"director,writer",1964,alive,7.1,25935.0,5.177333642882845,1000000,2511476,6030129
The Prodigy,2019-02-08,"Fantasy,Horror,Mystery",92.0,Nicholas McCarthy,"writer,director,soundtrack",\N,alive,5.9,27043.0,4.298170590007869,6000000,14856291,22413145
News of the World,2020-12-25,"Action,Adventure,Drama",118.0,Paul Greengrass,"director,producer,writer",1955,alive,6.8,88613.0,5.567727120902745,38000000,12668325,12668325
Phantasm II,1988-07-08,"Action,Fantasy,Horror",97.0,Don Coscarelli,"writer,director,producer",1954,alive,6.4,15736.0,4.418623194439727,3000000,7282851,7282851
Fatal Attraction,1987-09-18,"Drama,Thriller",119.0,Adrian Lyne,"director,writer,producer",1941,alive,6.9,89081.0,5.654218260170011,14000000,156645693,320099997
Get Smart,2008-06-20,"Action,Adventure,Comedy",110.0,Peter Segal,"director,producer,writer",1962,alive,6.5,220692.0,5.752663391148389,80000000,130319208,226739416
Mamma Mia!,2008-07-02,"Comedy,Musical,Romance",108.0,Phyllida Lloyd,"director,miscellaneous,assistant_director",1957,alive,6.5,250948.0,5.814106317916431,52000000,144130063,592235962
Trainspotting,1996-05-16,Drama,93.0,Danny Boyle,"director,producer,actor",1956,alive,8.1,692533.0,7.882684439328984,3100000,16501785,71548935
"Paul, Apostle of Christ",2018-03-22,"Adventure,Biography,Drama",108.0,Andrew Hyatt,"writer,director,miscellaneous",1982,alive,6.6,8871.0,4.282499098599665,5000000,17547999,26078500
"I Love You, Man",2009-03-20,"Comedy,Romance",105.0,John Hamburg,"producer,director,writer",1970,alive,7.0,209211.0,6.177801523147066,40000000,72013010,92302502
Coach Carter,2005-01-14,"Biography,Drama,Sport",136.0,Thomas Carter,"director,producer,actor",1953,alive,7.3,154113.0,6.284046312687714,45000000,67264877,76665507
Dawn of the Planet of the Apes,2014-07-09,"Action,Adventure,Drama",130.0,Matt Reeves,"producer,writer,director",1966,alive,7.6,446158.0,7.142103671503376,170000000,208545589,710644566
Solomon and Sheba,1959-01-01,"Drama,History,Romance",141.0,King Vidor,"director,writer,producer",1894,1982,6.1,3496.0,3.530164545210167,5000000,11000000,11016959
Genius,2016-06-10,"Biography,Drama",104.0,Michael Grandage,"actor,director,producer",1962,alive,6.5,20090.0,4.606543761738958,17000000,1361045,7265283
The Spirit,2008-12-25,"Action,Crime,Fantasy",103.0,Frank Miller,"writer,producer,actor",1957,alive,4.7,61760.0,3.68272741509714,60000000,19806188,39006188
Godsend,2004-04-30,"Action,Drama,Fantasy",102.0,-,-,-,-,4.8,25937.0,3.457491327290883,30000000,14334645,16873925
All or Nothing,2002-10-25,Drama,128.0,Mike Leigh,"director,writer,miscellaneous",1943,alive,7.5,10987.0,5.002499683572661,9000000,184255,186240
Lady in the Water,2006-07-21,"Drama,Fantasy,Mystery",110.0,M. Night Shyamalan,"producer,director,writer",1970,alive,5.5,100843.0,4.530423499034511,75000000,42285169,72785169
Creed II,2018-11-21,"Action,Drama,Sport",130.0,Steven Caple Jr.,"director,producer,writer",\N,alive,7.1,128809.0,6.014576657444648,50000000,115715889,213591522
Random Hearts,1999-10-08,"Drama,Mystery,Romance",133.0,Sydney Pollack,"director,producer,actor",1934,2008,5.3,21799.0,3.7636033785997314,64000000,31054924,63200000
Red River,1948-08-26,"Drama,Western",133.0,-,-,-,-,7.8,32013.0,5.821603080275866,3000000,9012000,9012000
The Grudge 2,2006-10-13,"Horror,Thriller",102.0,Takashi Shimizu,"director,writer,producer",1972,alive,5.0,50089.0,3.84915656189379,20000000,39143839,70743839
The Girl on the Train,2016-10-05,"Crime,Drama,Mystery",112.0,Tate Taylor,"actor,producer,director",1969,alive,6.5,190001.0,5.681052620985375,45000000,75395035,174278214
Big Daddy,1999-06-25,"Comedy,Drama",93.0,Dennis Dugan,"actor,director,producer",1946,alive,6.4,221487.0,5.663825948811657,30000000,163479795,228641283
Dark City,1998-02-27,"Fantasy,Mystery,Sci-Fi",100.0,Alex Proyas,"director,writer,producer",1963,alive,7.6,202445.0,6.700244210313966,27000000,14435076,27257061
Upgrade,2018-06-01,"Action,Sci-Fi,Thriller",100.0,Leigh Whannell,"actor,writer,producer",1977,alive,7.5,188982.0,6.572374671931649,3000000,11977130,16976561
The Hunger Games,2012-03-08,"Action,Adventure,Sci-Fi",142.0,Gary Ross,"writer,producer,director",1956,alive,7.2,925819.0,7.145978795483501,80000000,408010692,677923379
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,Horror,93.0,Renny Harlin,"producer,director,writer",1959,alive,5.6,57602.0,4.384457102795543,13000000,49369899,49369899
The Last Airbender,2010-07-01,"Action,Adventure,Family",103.0,M. Night Shyamalan,"producer,director,writer",1970,alive,4.0,165582.0,3.4048441836571275,150000000,131772187,319713881
Vanity Fair,2004-09-01,Drama,141.0,Mira Nair,"director,producer,actress",1957,alive,6.2,22903.0,4.44762819332435,23000000,16123851,19123851
Die Another Day,2002-11-22,"Action,Adventure,Thriller",133.0,Lee Tamahori,"director,assistant_director,sound_department",1950,alive,6.1,221769.0,5.392725693408548,142000000,160942139,431942139
Men with Brooms,2002-03-08,"Comedy,Drama,Romance",102.0,Paul Gross,"actor,producer,writer",1959,alive,5.9,4590.0,3.5282856133399223,7500000,4239767,4239767
Unbroken: Path to Redemption,2018-09-14,"Biography,Drama,History",98.0,Harold Cronk,"director,producer,writer",\N,alive,5.8,3275.0,3.3221999977052006,6000000,6216897,6216897
UglyDolls,2019-05-01,"Adventure,Animation,Comedy",87.0,Kelly Asbury,"art_department,animation_department,director",1960,2020,5.1,7097.0,3.195522491575155,45000000,20150241,32630599
Star Trek III: The Search for Spock,1984-06-01,"Action,Adventure,Sci-Fi",105.0,Leonard Nimoy,"actor,director,soundtrack",1931,2015,6.6,82074.0,5.362868672837397,18000000,76471046,87000000
Chicken Little,2005-11-04,"Adventure,Animation,Comedy",81.0,Mark Dindal,"visual_effects,writer,animation_department",1960,alive,5.7,94797.0,4.674031024850497,150000000,135386665,310043823
Legal Eagles,1986-06-18,"Comedy,Crime,Romance",116.0,Ivan Reitman,"producer,miscellaneous,director",1946,2022,6.0,11273.0,3.986978249452752,40000000,49851591,49851591
Idlewild,2006-08-25,"Crime,Drama,Musical",121.0,Bryan Barber,"director,producer,actor",\N,alive,6.1,5611.0,3.7424999176259535,15000000,12669914,12669914
Into the Blue,2005-09-30,"Action,Adventure,Crime",110.0,John Stockwell,"actor,director,writer",1961,alive,5.9,77492.0,4.7551605605736,50000000,18782227,41982227
Blow,2001-04-06,"Biography,Crime,Drama",124.0,Ted Demme,"director,producer,actor",1963,2002,7.5,263705.0,6.7562274075768975,30000000,52990775,83282296
Darling Lili,1970-06-24,"Comedy,Drama,Musical",136.0,Blake Edwards,"writer,producer,director",1922,2010,6.1,2260.0,3.334369929776451,22000000,5000000,5000000
Ferdinand,2017-12-08,"Adventure,Animation,Comedy",108.0,Carlos Saldanha,"director,producer,actor",1965,alive,6.7,58841.0,5.282075538593115,111000000,84410380,288510892
Dancer in the Dark,2000-09-22,"Crime,Drama,Musical",140.0,Lars von Trier,"writer,director,producer",1956,alive,7.9,111554.0,6.623533877553181,12500000,4157491,45556774
Prisoners,2013-09-19,"Crime,Drama,Mystery",153.0,Denis Villeneuve,"director,writer,editor",1967,alive,8.1,725927.0,7.910750241783747,46000000,61002302,113310547
War Dogs,2016-08-19,"Biography,Comedy,Crime",114.0,Todd Phillips,"producer,director,writer",1970,alive,7.1,225166.0,6.306331441833021,50000000,43034523,86234503
Yogi Bear,2010-12-17,"Adventure,Animation,Comedy",81.0,Eric Brevig,"visual_effects,assistant_director,director",1957,alive,4.6,22441.0,3.2589358897555205,80000000,100246011,204774690
The Contender,2000-10-13,"Drama,Thriller",126.0,Rod Lurie,"writer,director,producer",1962,alive,6.9,24419.0,4.99720195559651,9000000,17804273,17804273
Hollywood Ending,2002-05-03,"Comedy,Romance",112.0,Woody Allen,"writer,director,actor",1935,alive,6.5,27330.0,4.753727678649372,16000000,4839383,14839383
Days of Heaven,1978-09-13,"Drama,Romance",94.0,Terrence Malick,"producer,writer,director",1943,alive,7.8,59217.0,6.174581038775283,3000000,3446749,3660880
ParaNorman,2012-08-03,"Adventure,Animation,Comedy",92.0,-,-,-,-,7.0,104558.0,5.820579004533063,60000000,56003051,108119662
42nd Street,1933-03-09,"Comedy,Drama,Music",89.0,Lloyd Bacon,"director,actor,writer",1889,1955,7.3,12338.0,4.927872165899127,439000,1438000,2281000
Dickie Roberts: Former Child Star,2003-09-05,Comedy,98.0,Sam Weisman,"director,actor,producer",1947,alive,5.5,14963.0,3.758332754421772,17000000,22734486,23734486
Caddyshack,1980-07-25,"Comedy,Sport",98.0,Harold Ramis,"writer,actor,producer",1944,2014,7.2,120429.0,6.065509923361865,6000000,39846344,39849764
Looper,2012-09-27,"Action,Drama,Sci-Fi",119.0,Rian Johnson,"producer,writer,director",1973,alive,7.4,581440.0,7.094875126341689,30000000,66486205,170466405
Ratatouille,2007-06-29,"Adventure,Animation,Comedy",111.0,-,-,-,-,8.1,746380.0,7.9273091782853395,150000000,206445654,626549695
Let There Be Light,2017-10-27,Documentary,80.0,-,-,-,-,6.6,204.0,2.450627018041446,3000000,7233471,7241309
The Walk,2015-09-30,"Crime,Thriller",89.0,Timothy Fielding,"producer,writer,editor",1981,alive,6.0,141.0,2.052804066853477,35000000,10161183,61492104
Tadpole,2002-07-19,"Comedy,Drama,Romance",78.0,Gary Winick,"producer,director,editor",1961,2011,6.2,6117.0,3.845400130622294,150000,2891288,3270128
Texas Rangers,2001-11-30,"Action,Adventure,Drama",90.0,Steve Miner,"director,producer,actor",1951,alive,5.2,6119.0,3.204036651395585,38000000,623374,623374
Abraham Lincoln: Vampire Hunter,2012-06-20,"Action,Fantasy,Horror",105.0,Timur Bekmambetov,"producer,director,writer",1961,alive,5.9,157482.0,5.062991786992415,67500000,37519139,137489730
Space Jam: A New Legacy,2021-07-14,"Adventure,Animation,Comedy",115.0,Malcolm D. Lee,"writer,director,producer",1970,alive,4.5,73317.0,3.57719956989904,150000000,70592228,143987946
The Fourth Kind,2009-11-06,"Horror,Mystery,Sci-Fi",98.0,Olatunde Osunsanmi,"producer,director,miscellaneous",1977,alive,5.9,79060.0,4.763856466119747,10000000,26218170,49486874
Unknown,2011-02-18,"Action,Mystery,Thriller",113.0,Jaume Collet-Serra,"director,producer",1974,alive,6.8,263594.0,6.113131516765954,40000000,63686397,136123083
Bulletproof Monk,2003-04-16,"Action,Comedy,Fantasy",104.0,Paul Hunter,"director,producer,writer",\N,alive,5.4,50991.0,4.174726396186594,52000000,23010607,26922492
Reign of Fire,2002-02-19,"Action,Adventure,Fantasy",101.0,Rob Bowman,"producer,director,actor",1960,alive,6.2,138817.0,5.269587799883229,60000000,43061982,82150183
Night School,2018-09-26,Comedy,111.0,Malcolm D. Lee,"writer,director,producer",1970,alive,5.6,41792.0,4.252259340294308,29000000,77339130,104145633
Just Married,2003-01-10,"Comedy,Romance",95.0,Shawn Levy,"producer,director,actor",1968,alive,5.4,71994.0,4.311770435628929,19000000,56127162,101564935
Woodstock,1970-03-26,"Documentary,History,Music",184.0,Michael Wadleigh,"cinematographer,director,writer",1939,alive,8.1,17660.0,5.696081478551571,600000,34505110,34699266
Beverly Hills Chihuahua,2008-10-03,"Adventure,Comedy,Drama",91.0,Raja Gosnell,"editor,director,editorial_department",1958,alive,3.9,24838.0,2.772070372501416,20000000,94514402,154218168
Eddie and the Cruisers,1983-09-23,"Drama,Music,Mystery",95.0,Martin Davidson,"director,writer,producer",1939,alive,6.9,7770.0,4.41587552174269,5000000,4685097,4685097
Hidden Figures,2016-12-25,"Biography,Drama,History",127.0,Theodore Melfi,"producer,director,writer",1970,alive,7.8,234275.0,6.963838649417382,25000000,169607287,230677636
Brooklyn Rules,2007-05-11,"Crime,Drama",99.0,Michael Corrente,"producer,director,actor",1959,alive,6.3,5807.0,3.885442217410784,8000000,458232,458232
Edge of Darkness,2010-01-29,"Action,Drama,Thriller",117.0,Martin Campbell,"director,producer,actor",1943,alive,6.6,95681.0,5.437358297708316,60000000,43313890,82812456
Abduction,2011-09-23,"Horror,Thriller",84.0,Michael Atwill,"director,cinematographer",\N,alive,5.9,13.0,0.9815978748194554,35000000,28087155,86648359
The Christmas Candle,2013-11-15,"Drama,Family",100.0,John Stephenson,"special_effects,director,assistant_director",\N,alive,6.2,2450.0,3.428016013434432,7000000,1632000,1933829
Honest Thief,2020-10-08,"Action,Thriller",99.0,Mark Williams,"producer,writer,director",\N,alive,6.0,52003.0,4.661908040525037,30000000,14163574,32609631
Speed,1994-06-10,"Action,Adventure,Thriller",116.0,Jan de Bont,"cinematographer,camera_department,producer",1943,alive,7.3,369009.0,6.753005523633863,30000000,121248145,283200000
Men in Black 3,2012-05-23,"Action,Adventure,Comedy",106.0,Barry Sonnenfeld,"producer,director,actor",1953,alive,6.8,367756.0,6.279739787287992,215000000,179020854,654213485
In the Land of Women,2007-04-20,"Comedy,Drama,Romance",97.0,Jonathan Kasdan,"writer,actor,director",1979,alive,6.4,32066.0,4.753817304639693,10500000,11052958,14140402
TMNT,2007-03-23,"Action,Adventure,Animation",87.0,Kevin Munroe,"art_department,writer,director",\N,alive,6.2,65599.0,4.927647857525291,35000000,54149098,96096018
Another Earth,2011-07-22,"Drama,Romance,Sci-Fi",92.0,Mike Cahill,"visual_effects,editor,director",1979,alive,6.9,96908.0,5.696972046290068,175000,1321194,2102779
Swordfish,2001-06-08,"Action,Crime,Thriller",99.0,Dominic Sena,"director,cinematographer,camera_department",1949,alive,6.5,189779.0,5.680493513725535,80000000,69772969,147080413
Eulogy,2004-10-15,"Comedy,Drama",91.0,Michael Clancy,"director,writer",\N,alive,6.5,9077.0,4.226593877353492,10000000,70527,91201
Much Ado About Nothing,1993-05-07,"Comedy,Drama,Romance",111.0,Kenneth Branagh,"actor,producer,director",1960,alive,7.3,49301.0,5.67189306632713,8000000,22549338,22549338
The Battle of Shaker Heights,2003-08-22,"Comedy,Drama,Romance",79.0,-,-,-,-,6.0,4459.0,3.577539030471798,1000000,280351,839145
Malcolm X,1992-11-18,"Biography,Drama,History",202.0,Spike Lee,"director,producer,writer",1957,alive,7.7,96427.0,6.369956103989766,35000000,48169910,48169910
Rang De Basanti,2006-01-27,"Comedy,Crime,Drama",167.0,Rakeysh Omprakash Mehra,"producer,director,writer",1963,alive,8.1,119787.0,6.836991755985217,5300000,2197694,29197694
Mrs. Winterbourne,1996-04-19,"Comedy,Drama,Romance",105.0,Richard Benjamin,"actor,director,producer",1938,alive,6.2,8031.0,3.969585410553032,25000000,10039566,10039566
Solaris,2002-11-27,"Drama,Mystery,Romance",99.0,Steven Soderbergh,"producer,director,cinematographer",1963,alive,6.2,83995.0,5.04041054473106,47000000,14970038,14970038
Sex Drive,2008-10-17,"Comedy,Romance",109.0,Sean Anders,"writer,director,producer",\N,alive,6.5,88718.0,5.316842463127516,19000000,8402485,10412485
The Hunchback of Notre Dame,1996-06-21,Animation,65.0,Roswitha Haas,"director,writer,producer",1940,2015,2.0,52.0,0.4495974051314765,100000000,100138851,325500000
Trees Lounge,1996-10-11,"Comedy,Drama",95.0,Steve Buscemi,"actor,producer,director",1957,alive,7.1,16771.0,4.949604763464661,1300000,749741,749741
Draft Day,2014-04-11,"Drama,Sport",110.0,Ivan Reitman,"producer,miscellaneous,director",1946,2022,6.8,62020.0,5.38920543995599,25000000,28842237,29847480
Amsterdam,2022-10-06,"Comedy,Drama,History",134.0,David O. Russell,"producer,director,writer",1958,alive,6.1,62180.0,4.822020021990789,80000000,14947969,29400826
Sleepers,1996-10-18,"Crime,Drama,Thriller",147.0,Barry Levinson,"producer,writer,director",1942,alive,7.5,226768.0,6.672956812514784,44000000,53300852,165600852
Fruitvale Station,2013-07-12,"Biography,Crime,Drama",85.0,Ryan Coogler,"producer,writer,director",1986,alive,7.5,82727.0,6.11651859376774,900000,16098998,17549645
The Wood,1999-07-16,"Comedy,Drama,Romance",106.0,Rick Famuyiwa,"producer,director,writer",1973,alive,7.0,9666.0,4.594237259211428,6000000,25059640,25059640
True Romance,1993-09-10,"Crime,Drama,Romance",119.0,Tony Scott,"producer,director,actor",1944,2012,7.9,229887.0,7.043818740492272,12500000,12281000,12643293
Season of the Witch,2011-01-07,"Action,Adventure,Fantasy",95.0,Dominic Sena,"director,cinematographer,camera_department",1949,alive,5.4,95307.0,4.423222771613667,40000000,24827228,91126600
Reminiscence,2021-08-18,"Mystery,Romance,Sci-Fi",116.0,Lisa Joy,"writer,producer,director",1972,alive,5.9,57553.0,4.626031569695007,67972729,3900193,15449322
Hellboy,2004-04-02,"Action,Adventure,Fantasy",122.0,Guillermo del Toro,"writer,producer,director",1964,alive,6.8,333791.0,6.231257369619372,60000000,59623958,99823958
Payback,1999-02-05,"Action,Crime,Drama",100.0,Brian Helgeland,"writer,director,producer",\N,alive,7.1,140298.0,6.059208055954689,50000000,81526121,161626121
Troop Beverly Hills,1989-03-22,"Adventure,Comedy",105.0,Jeff Kanew,"editor,director,producer",1944,alive,5.8,10689.0,3.826984347580416,18000000,7190505,7190505
Bicentennial Man,1999-12-17,"Drama,Sci-Fi",132.0,Chris Columbus,"producer,writer,director",1958,alive,6.9,119354.0,5.802735466383045,90000000,58220776,87420776
First Man,2018-10-10,"Biography,Drama,History",141.0,Damien Chazelle,"writer,producer,director",1985,alive,7.3,191230.0,6.399947161219445,60000000,44936545,105523737
Kung Fu Panda,2008-06-06,"Action,Adventure,Animation",92.0,-,-,-,-,7.6,477592.0,7.180174063238266,130000000,215434591,631910531
House of Wax,1953-04-10,Horror,88.0,André De Toth,"director,writer,assistant_director",1913,2002,7.0,18842.0,4.938003432226149,658000,23800000,23800000
Max Payne,2008-10-17,"Action,Crime,Drama",100.0,John Moore,"director,camera_department,producer",1970,alive,5.3,127304.0,4.451750035246497,35000000,40689393,87775050
Annabelle: Creation,2017-08-02,"Horror,Mystery,Thriller",109.0,David F. Sandberg,"director,writer,producer",1981,alive,6.5,137820.0,5.527499515106379,15000000,102092201,305384865
The Secret Life of Bees,2008-10-17,Drama,114.0,Gina Prince-Bythewood,"writer,producer,director",\N,alive,7.2,26682.0,5.267152976455747,11000000,37780486,39994347
Good Boys,2019-08-14,"Adventure,Comedy",90.0,Gene Stupnitsky,"producer,writer,miscellaneous",1977,alive,6.7,75704.0,5.406295842760943,20000000,83140306,111174248
The Missing,2003-11-26,"Adventure,Thriller,Western",137.0,Ron Howard,"producer,actor,writer",1954,alive,6.5,36828.0,4.8963734047136045,65000000,26900336,38253433
The Blue Lagoon,1980-06-20,"Adventure,Drama,Romance",104.0,Randal Kleiser,"director,actor,writer",1946,alive,5.8,72178.0,4.642015186287472,4500000,47923795,47923795
The Squid and the Whale,2005-10-05,"Comedy,Drama",81.0,Noah Baumbach,"writer,director,producer",1969,alive,7.3,84419.0,5.960770334524675,1500000,7372734,11191423
Locker 13,2014-03-28,Thriller,90.0,-,-,-,-,4.8,509.0,2.069225376499088,300000,3496,3496
Captive,2015-09-17,"Action,Biography,Crime",97.0,Jerry Jameson,"editorial_department,director,producer",1934,alive,5.4,6987.0,3.3850427807607546,2000000,2583301,2791973
Counting,2015-07-31,Documentary,111.0,Jem Cohen,"director,cinematographer,editor",1962,alive,6.2,163.0,2.191764757464702,50000,8374,8374
